Product_Category,Product_Name,Quantity,Payment_Method,Review_Rating,Review_Text,State,Review_Text_sentiment,Review_Text_sentiment_num,Review_Text_sentiment_confidence
Electronics,Laptop,2,Cash on Delivery,3,Fair deal,Goa,positive,2,0.757193922996521
Clothing,Saree,2,Cash on Delivery,3,Fair deal,Telangana,positive,2,0.757193922996521
Clothing,T-Shirt,3,Credit Card,2,Poor packaging,West Bengal,negative,0,0.9881618618965149
Beauty,Face Cream,1,Credit Card,3,Fair deal,Meghalaya,positive,2,0.757193922996521
Beauty,Hair Dryer,3,Debit Card,5,Worth every rupee!,Manipur,positive,2,0.900964081287384
Home & Kitchen,Water Purifier,5,Cash on Delivery,1,Terrible experience,Himachal Pradesh,negative,0,0.9610510468482971
Home & Kitchen,Cookware Set,5,Cash on Delivery,2,Product not as expected,Tripura,neutral,1,0.3900465667247772
Clothing,T-Shirt,3,UPI,4,Good quality,Haryana,positive,2,0.9450585246086121
Clothing,Jacket,3,Debit Card,4,Value for money,Uttarakhand,neutral,1,0.5708264708518982
Beauty,Perfume,3,UPI,4,Satisfied with the product,Rajasthan,positive,2,0.9785903692245483
Electronics,Laptop,2,Cash on Delivery,3,Fair deal,Himachal Pradesh,positive,2,0.757193922996521
Electronics,Smartwatch,3,Cash on Delivery,5,Loved it!,Tripura,positive,2,0.7877822518348694
Electronics,Headphones,1,Debit Card,3,Not bad,Tripura,neutral,1,0.48498252034187317
Clothing,Saree,1,UPI,5,Worth every rupee!,Mizoram,positive,2,0.900964081287384
Electronics,Headphones,1,UPI,1,Waste of money,Meghalaya,negative,0,0.994858980178833
Electronics,Smartphone,4,UPI,4,Good quality,Rajasthan,positive,2,0.9450585246086121
Books,Children's Book,3,UPI,5,Highly recommend!,Haryana,positive,2,0.9508875012397766
Home & Kitchen,Mixer Grinder,1,Cash on Delivery,5,Loved it!,Himachal Pradesh,positive,2,0.7877822518348694
Clothing,Jacket,1,Cash on Delivery,2,Quality could improve,Manipur,positive,2,0.8631800413131714
Electronics,Headphones,4,Debit Card,3,Average,Assam,neutral,1,0.4617282748222351
Home & Kitchen,Water Purifier,2,Cash on Delivery,4,Pretty decent,Tamil Nadu,positive,2,0.8838034272193909
Home & Kitchen,Water Purifier,2,Debit Card,4,Satisfied with the product,Jharkhand,positive,2,0.9785903692245483
Clothing,Jacket,5,Cash on Delivery,5,Excellent product!,Haryana,positive,2,0.9557949304580688
Beauty,Lipstick,2,Cash on Delivery,3,Not bad,Himachal Pradesh,neutral,1,0.48498252034187317
Electronics,Tablet,1,Cash on Delivery,5,Excellent product!,Karnataka,positive,2,0.9557949304580688
Beauty,Hair Dryer,3,UPI,5,Worth every rupee!,Karnataka,positive,2,0.900964081287384
Clothing,Jeans,4,Debit Card,4,Pretty decent,Nagaland,positive,2,0.8838034272193909
Beauty,Hair Dryer,3,UPI,2,Poor packaging,Assam,negative,0,0.9881618618965149
Home & Kitchen,Mixer Grinder,4,UPI,1,Terrible experience,Chhattisgarh,negative,0,0.9610510468482971
Beauty,Shampoo,5,Cash on Delivery,3,Average,Chhattisgarh,neutral,1,0.4617282748222351
Clothing,Jeans,1,UPI,1,Terrible experience,Haryana,negative,0,0.9610510468482971
Clothing,Jeans,4,Debit Card,5,Loved it!,Madhya Pradesh,positive,2,0.7877822518348694
Beauty,Shampoo,1,Cash on Delivery,2,Not satisfied,Tamil Nadu,negative,0,0.9404667615890503
Beauty,Hair Dryer,2,Debit Card,5,Excellent product!,Chhattisgarh,positive,2,0.9557949304580688
Beauty,Shampoo,4,UPI,5,Worth every rupee!,Tamil Nadu,positive,2,0.900964081287384
Beauty,Hair Dryer,5,UPI,4,Would buy again,Gujarat,positive,2,0.8037182092666626
Home & Kitchen,Water Purifier,1,Cash on Delivery,4,Value for money,Assam,neutral,1,0.5708264708518982
Beauty,Shampoo,1,Cash on Delivery,2,Poor packaging,Maharashtra,negative,0,0.9881618618965149
Clothing,Saree,3,Cash on Delivery,4,Value for money,Maharashtra,neutral,1,0.5708264708518982
Beauty,Perfume,5,Credit Card,1,Waste of money,Karnataka,negative,0,0.994858980178833
Clothing,Saree,4,Credit Card,4,Would buy again,Nagaland,positive,2,0.8037182092666626
Electronics,Smartphone,3,Credit Card,3,Average,Manipur,neutral,1,0.4617282748222351
Electronics,Headphones,4,Cash on Delivery,2,Disappointed,Maharashtra,negative,0,0.986985981464386
Home & Kitchen,Mixer Grinder,5,UPI,2,Not satisfied,Arunachal Pradesh,negative,0,0.9404667615890503
Beauty,Shampoo,1,UPI,5,Excellent product!,Gujarat,positive,2,0.9557949304580688
Clothing,T-Shirt,2,Cash on Delivery,2,Not satisfied,Uttarakhand,negative,0,0.9404667615890503
Clothing,Sneakers,3,Cash on Delivery,1,Waste of money,Maharashtra,negative,0,0.994858980178833
Beauty,Lipstick,3,Cash on Delivery,1,Waste of money,Madhya Pradesh,negative,0,0.994858980178833
Clothing,Saree,4,Cash on Delivery,2,Poor packaging,Tripura,negative,0,0.9881618618965149
Home & Kitchen,Mixer Grinder,4,UPI,1,Defective item,Odisha,negative,0,0.9707651734352112
Beauty,Perfume,4,UPI,1,Never buying again,Tamil Nadu,negative,0,0.9667354226112366
Home & Kitchen,Air Fryer,4,Debit Card,5,Highly recommend!,Andhra Pradesh,positive,2,0.9508875012397766
Books,Comics,2,Cash on Delivery,4,Value for money,West Bengal,neutral,1,0.5708264708518982
Beauty,Perfume,3,Credit Card,5,Fantastic quality!,Tripura,positive,2,0.9278391599655151
Home & Kitchen,Cookware Set,1,Credit Card,3,Average,Odisha,neutral,1,0.4617282748222351
Books,Comics,3,UPI,3,Average,Madhya Pradesh,neutral,1,0.4617282748222351
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,1,Never buying again,Meghalaya,negative,0,0.9667354226112366
Electronics,Smartwatch,3,Credit Card,5,Highly recommend!,Andhra Pradesh,positive,2,0.9508875012397766
Home & Kitchen,Water Purifier,2,Debit Card,5,Fantastic quality!,Kerala,positive,2,0.9278391599655151
Clothing,Sneakers,4,UPI,4,Pretty decent,Jharkhand,positive,2,0.8838034272193909
Clothing,Jacket,2,Cash on Delivery,3,Not bad,Tripura,neutral,1,0.48498252034187317
Books,Children's Book,3,Cash on Delivery,4,Satisfied with the product,Madhya Pradesh,positive,2,0.9785903692245483
Books,Science Textbook,4,UPI,2,Quality could improve,West Bengal,positive,2,0.8631800413131714
Beauty,Shampoo,1,Cash on Delivery,5,Excellent product!,Uttarakhand,positive,2,0.9557949304580688
Home & Kitchen,Water Purifier,3,Debit Card,2,Disappointed,Maharashtra,negative,0,0.986985981464386
Home & Kitchen,Air Fryer,1,UPI,2,Disappointed,Nagaland,negative,0,0.986985981464386
Clothing,Jeans,4,UPI,5,Worth every rupee!,Telangana,positive,2,0.900964081287384
Books,Biography,5,Credit Card,3,Not bad,Telangana,neutral,1,0.48498252034187317
Beauty,Shampoo,4,Cash on Delivery,3,Fair deal,Nagaland,positive,2,0.757193922996521
Home & Kitchen,Water Purifier,1,Credit Card,4,Good quality,Uttar Pradesh,positive,2,0.9450585246086121
Books,Biography,5,UPI,5,Fantastic quality!,Punjab,positive,2,0.9278391599655151
Clothing,Jacket,5,Credit Card,1,Defective item,Haryana,negative,0,0.9707651734352112
Clothing,Jeans,5,Cash on Delivery,5,Excellent product!,Meghalaya,positive,2,0.9557949304580688
Beauty,Face Cream,3,Debit Card,4,Value for money,Haryana,neutral,1,0.5708264708518982
Electronics,Smartphone,1,Debit Card,3,Okay product,Himachal Pradesh,positive,2,0.7045726180076599
Home & Kitchen,Air Fryer,2,UPI,3,Fair deal,Maharashtra,positive,2,0.757193922996521
Electronics,Headphones,2,UPI,3,Okay product,Meghalaya,positive,2,0.7045726180076599
Clothing,Saree,5,UPI,5,Excellent product!,Andhra Pradesh,positive,2,0.9557949304580688
Home & Kitchen,Air Fryer,5,Credit Card,4,Value for money,Madhya Pradesh,neutral,1,0.5708264708518982
Books,Comics,1,Debit Card,5,Worth every rupee!,Karnataka,positive,2,0.900964081287384
Beauty,Face Cream,5,Credit Card,2,Poor packaging,Sikkim,negative,0,0.9881618618965149
Beauty,Hair Dryer,4,Credit Card,4,Good quality,Sikkim,positive,2,0.9450585246086121
Beauty,Lipstick,5,Debit Card,4,Satisfied with the product,Uttar Pradesh,positive,2,0.9785903692245483
Books,Comics,1,Credit Card,4,Would buy again,Madhya Pradesh,positive,2,0.8037182092666626
Home & Kitchen,Air Fryer,2,Debit Card,3,Fair deal,Telangana,positive,2,0.757193922996521
Home & Kitchen,Cookware Set,3,UPI,4,Satisfied with the product,Goa,positive,2,0.9785903692245483
Electronics,Tablet,4,Cash on Delivery,1,Terrible experience,Uttarakhand,negative,0,0.9610510468482971
Beauty,Hair Dryer,1,Cash on Delivery,1,Very bad product,Manipur,negative,0,0.9768244624137878
Home & Kitchen,Air Fryer,5,UPI,2,Disappointed,Chhattisgarh,negative,0,0.986985981464386
Clothing,Jacket,1,Credit Card,1,Never buying again,Punjab,negative,0,0.9667354226112366
Home & Kitchen,Cookware Set,2,Cash on Delivery,3,Not bad,Nagaland,neutral,1,0.48498252034187317
Clothing,T-Shirt,2,Cash on Delivery,4,Would buy again,Andhra Pradesh,positive,2,0.8037182092666626
Clothing,Saree,5,UPI,1,Defective item,Madhya Pradesh,negative,0,0.9707651734352112
Books,Science Textbook,5,Debit Card,3,Not bad,Odisha,neutral,1,0.48498252034187317
Beauty,Face Cream,4,Cash on Delivery,1,Very bad product,Odisha,negative,0,0.9768244624137878
Books,Children's Book,4,Debit Card,1,Never buying again,Sikkim,negative,0,0.9667354226112366
Beauty,Lipstick,1,Credit Card,3,Fair deal,Andhra Pradesh,positive,2,0.757193922996521
Electronics,Laptop,2,UPI,3,Fair deal,Assam,positive,2,0.757193922996521
Electronics,Tablet,3,Credit Card,2,Not satisfied,Rajasthan,negative,0,0.9404667615890503
Home & Kitchen,Water Purifier,2,UPI,5,Worth every rupee!,Maharashtra,positive,2,0.900964081287384
Books,Fiction Novel,1,UPI,1,Very bad product,Chhattisgarh,negative,0,0.9768244624137878
Beauty,Face Cream,3,UPI,4,Good quality,West Bengal,positive,2,0.9450585246086121
Home & Kitchen,Air Fryer,4,Cash on Delivery,4,Pretty decent,Manipur,positive,2,0.8838034272193909
Beauty,Hair Dryer,5,Debit Card,1,Waste of money,Goa,negative,0,0.994858980178833
Electronics,Smartphone,1,Credit Card,1,Never buying again,Arunachal Pradesh,negative,0,0.9667354226112366
Home & Kitchen,Vacuum Cleaner,4,Credit Card,5,Excellent product!,Himachal Pradesh,positive,2,0.9557949304580688
Electronics,Laptop,3,Debit Card,5,Fantastic quality!,Madhya Pradesh,positive,2,0.9278391599655151
Clothing,Jeans,4,UPI,3,Not bad,Karnataka,neutral,1,0.48498252034187317
Clothing,T-Shirt,2,Debit Card,5,Loved it!,Gujarat,positive,2,0.7877822518348694
Clothing,T-Shirt,3,Debit Card,4,Would buy again,Manipur,positive,2,0.8037182092666626
Home & Kitchen,Water Purifier,3,UPI,2,Quality could improve,Karnataka,positive,2,0.8631800413131714
Electronics,Laptop,2,Debit Card,2,Product not as expected,Karnataka,neutral,1,0.3900465667247772
Clothing,Jacket,2,UPI,1,Very bad product,Tripura,negative,0,0.9768244624137878
Books,Fiction Novel,2,UPI,2,Quality could improve,Madhya Pradesh,positive,2,0.8631800413131714
Clothing,Sneakers,2,Credit Card,3,Okay product,Himachal Pradesh,positive,2,0.7045726180076599
Electronics,Laptop,3,Cash on Delivery,1,Very bad product,Tripura,negative,0,0.9768244624137878
Home & Kitchen,Cookware Set,3,Cash on Delivery,3,Average,Uttarakhand,neutral,1,0.4617282748222351
Electronics,Laptop,2,Debit Card,2,Poor packaging,Maharashtra,negative,0,0.9881618618965149
Beauty,Perfume,1,Debit Card,5,Highly recommend!,Himachal Pradesh,positive,2,0.9508875012397766
Clothing,T-Shirt,3,Credit Card,5,Excellent product!,Uttarakhand,positive,2,0.9557949304580688
Beauty,Hair Dryer,1,Debit Card,4,Would buy again,Assam,positive,2,0.8037182092666626
Beauty,Perfume,3,Cash on Delivery,5,Highly recommend!,Meghalaya,positive,2,0.9508875012397766
Books,Children's Book,5,Cash on Delivery,2,Product not as expected,Andhra Pradesh,neutral,1,0.3900465667247772
Clothing,Sneakers,4,Debit Card,5,Excellent product!,Telangana,positive,2,0.9557949304580688
Clothing,T-Shirt,3,Cash on Delivery,3,Not bad,Nagaland,neutral,1,0.48498252034187317
Home & Kitchen,Air Fryer,4,Debit Card,4,Pretty decent,Arunachal Pradesh,positive,2,0.8838034272193909
Electronics,Laptop,4,Debit Card,1,Never buying again,Kerala,negative,0,0.9667354226112366
Books,Fiction Novel,3,Debit Card,1,Never buying again,Haryana,negative,0,0.9667354226112366
Clothing,Sneakers,2,Credit Card,3,Not bad,Rajasthan,neutral,1,0.48498252034187317
Clothing,Saree,3,Cash on Delivery,3,Not bad,Assam,neutral,1,0.48498252034187317
Electronics,Smartwatch,5,Credit Card,2,Quality could improve,Tripura,positive,2,0.8631800413131714
Beauty,Perfume,5,Debit Card,5,Highly recommend!,Rajasthan,positive,2,0.9508875012397766
Clothing,Jacket,4,Debit Card,4,Would buy again,Arunachal Pradesh,positive,2,0.8037182092666626
Clothing,Sneakers,1,Cash on Delivery,3,Fair deal,Tripura,positive,2,0.757193922996521
Books,Biography,3,Credit Card,5,Fantastic quality!,Andhra Pradesh,positive,2,0.9278391599655151
Books,Comics,5,UPI,4,Pretty decent,Haryana,positive,2,0.8838034272193909
Clothing,Jacket,1,UPI,4,Good quality,Gujarat,positive,2,0.9450585246086121
Books,Science Textbook,1,Credit Card,5,Excellent product!,Uttarakhand,positive,2,0.9557949304580688
Beauty,Lipstick,2,UPI,5,Fantastic quality!,Andhra Pradesh,positive,2,0.9278391599655151
Electronics,Laptop,3,UPI,4,Would buy again,Punjab,positive,2,0.8037182092666626
Beauty,Shampoo,1,Debit Card,2,Product not as expected,Chhattisgarh,neutral,1,0.3900465667247772
Clothing,Saree,5,Cash on Delivery,5,Loved it!,Haryana,positive,2,0.7877822518348694
Electronics,Laptop,4,Debit Card,4,Pretty decent,Chhattisgarh,positive,2,0.8838034272193909
Beauty,Shampoo,5,Debit Card,1,Defective item,Meghalaya,negative,0,0.9707651734352112
Beauty,Hair Dryer,2,Cash on Delivery,2,Quality could improve,Sikkim,positive,2,0.8631800413131714
Books,Fiction Novel,4,Debit Card,1,Never buying again,Bihar,negative,0,0.9667354226112366
Home & Kitchen,Mixer Grinder,2,Debit Card,4,Good quality,Odisha,positive,2,0.9450585246086121
Books,Biography,4,UPI,3,Average,Gujarat,neutral,1,0.4617282748222351
Electronics,Smartwatch,4,UPI,4,Value for money,Manipur,neutral,1,0.5708264708518982
Electronics,Laptop,3,UPI,4,Would buy again,Tamil Nadu,positive,2,0.8037182092666626
Clothing,Jacket,2,UPI,3,Average,Himachal Pradesh,neutral,1,0.4617282748222351
Clothing,Sneakers,1,UPI,4,Value for money,Tripura,neutral,1,0.5708264708518982
Clothing,Jacket,3,Credit Card,1,Very bad product,Kerala,negative,0,0.9768244624137878
Books,Fiction Novel,4,UPI,4,Satisfied with the product,Goa,positive,2,0.9785903692245483
Clothing,Sneakers,2,UPI,1,Waste of money,Punjab,negative,0,0.994858980178833
Electronics,Laptop,1,Cash on Delivery,2,Not satisfied,Punjab,negative,0,0.9404667615890503
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,5,Excellent product!,Telangana,positive,2,0.9557949304580688
Clothing,Jeans,1,Debit Card,2,Product not as expected,Tamil Nadu,neutral,1,0.3900465667247772
Clothing,Jacket,2,UPI,3,Okay product,Bihar,positive,2,0.7045726180076599
Beauty,Lipstick,5,Credit Card,1,Very bad product,Tripura,negative,0,0.9768244624137878
Books,Biography,4,Debit Card,2,Product not as expected,Uttarakhand,neutral,1,0.3900465667247772
Electronics,Headphones,1,Credit Card,5,Fantastic quality!,Goa,positive,2,0.9278391599655151
Electronics,Laptop,1,Cash on Delivery,1,Never buying again,Jharkhand,negative,0,0.9667354226112366
Electronics,Smartphone,2,Cash on Delivery,3,Average,Bihar,neutral,1,0.4617282748222351
Clothing,Saree,4,Debit Card,3,Average,Odisha,neutral,1,0.4617282748222351
Books,Children's Book,3,Credit Card,2,Poor packaging,Andhra Pradesh,negative,0,0.9881618618965149
Electronics,Laptop,2,Credit Card,4,Good quality,Jharkhand,positive,2,0.9450585246086121
Electronics,Smartwatch,1,Credit Card,1,Very bad product,Odisha,negative,0,0.9768244624137878
Clothing,Saree,5,UPI,2,Product not as expected,Sikkim,neutral,1,0.3900465667247772
Home & Kitchen,Cookware Set,2,Debit Card,2,Poor packaging,Madhya Pradesh,negative,0,0.9881618618965149
Beauty,Perfume,3,Cash on Delivery,4,Satisfied with the product,Madhya Pradesh,positive,2,0.9785903692245483
Beauty,Shampoo,4,UPI,4,Pretty decent,Tamil Nadu,positive,2,0.8838034272193909
Electronics,Headphones,5,Cash on Delivery,5,Highly recommend!,Gujarat,positive,2,0.9508875012397766
Beauty,Lipstick,4,Credit Card,4,Pretty decent,Assam,positive,2,0.8838034272193909
Clothing,Jeans,2,Cash on Delivery,5,Worth every rupee!,Odisha,positive,2,0.900964081287384
Home & Kitchen,Air Fryer,4,UPI,5,Worth every rupee!,Tamil Nadu,positive,2,0.900964081287384
Books,Science Textbook,2,Cash on Delivery,3,Could be better,Uttarakhand,positive,2,0.750451922416687
Electronics,Smartwatch,4,Debit Card,2,Not satisfied,Rajasthan,negative,0,0.9404667615890503
Clothing,Sneakers,5,Credit Card,2,Not satisfied,Haryana,negative,0,0.9404667615890503
Electronics,Smartwatch,4,Cash on Delivery,1,Terrible experience,Bihar,negative,0,0.9610510468482971
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,4,Good quality,Tamil Nadu,positive,2,0.9450585246086121
Electronics,Tablet,3,Debit Card,3,Okay product,Tripura,positive,2,0.7045726180076599
Beauty,Face Cream,1,Debit Card,4,Pretty decent,Jharkhand,positive,2,0.8838034272193909
Clothing,Jeans,3,Credit Card,2,Not satisfied,West Bengal,negative,0,0.9404667615890503
Beauty,Hair Dryer,2,Debit Card,1,Terrible experience,Sikkim,negative,0,0.9610510468482971
Books,Fiction Novel,2,Debit Card,1,Defective item,Punjab,negative,0,0.9707651734352112
Electronics,Tablet,2,Debit Card,1,Never buying again,Uttar Pradesh,negative,0,0.9667354226112366
Electronics,Smartphone,2,Debit Card,1,Terrible experience,Bihar,negative,0,0.9610510468482971
Home & Kitchen,Water Purifier,4,Debit Card,3,Fair deal,Uttar Pradesh,positive,2,0.757193922996521
Beauty,Hair Dryer,1,Cash on Delivery,3,Fair deal,Odisha,positive,2,0.757193922996521
Clothing,T-Shirt,5,Debit Card,5,Fantastic quality!,Uttar Pradesh,positive,2,0.9278391599655151
Beauty,Hair Dryer,4,UPI,1,Defective item,Arunachal Pradesh,negative,0,0.9707651734352112
Electronics,Headphones,4,Debit Card,4,Pretty decent,Kerala,positive,2,0.8838034272193909
Electronics,Smartwatch,3,UPI,2,Product not as expected,Nagaland,neutral,1,0.3900465667247772
Electronics,Headphones,5,UPI,4,Would buy again,Maharashtra,positive,2,0.8037182092666626
Clothing,Jeans,2,UPI,1,Defective item,Sikkim,negative,0,0.9707651734352112
Beauty,Lipstick,2,Credit Card,4,Pretty decent,Kerala,positive,2,0.8838034272193909
Electronics,Headphones,2,Cash on Delivery,5,Worth every rupee!,Assam,positive,2,0.900964081287384
Books,Children's Book,2,UPI,1,Defective item,Mizoram,negative,0,0.9707651734352112
Books,Science Textbook,1,UPI,2,Not satisfied,Rajasthan,negative,0,0.9404667615890503
Books,Comics,2,Credit Card,4,Would buy again,Karnataka,positive,2,0.8037182092666626
Books,Science Textbook,1,Credit Card,5,Loved it!,Andhra Pradesh,positive,2,0.7877822518348694
Beauty,Shampoo,2,Debit Card,2,Poor packaging,West Bengal,negative,0,0.9881618618965149
Electronics,Headphones,5,Cash on Delivery,2,Disappointed,Maharashtra,negative,0,0.986985981464386
Clothing,Jeans,2,Cash on Delivery,1,Waste of money,Uttarakhand,negative,0,0.994858980178833
Electronics,Tablet,4,Cash on Delivery,4,Would buy again,Meghalaya,positive,2,0.8037182092666626
Home & Kitchen,Vacuum Cleaner,2,Credit Card,5,Fantastic quality!,Bihar,positive,2,0.9278391599655151
Electronics,Headphones,4,Cash on Delivery,5,Loved it!,Maharashtra,positive,2,0.7877822518348694
Clothing,Jeans,2,Credit Card,1,Terrible experience,Kerala,negative,0,0.9610510468482971
Clothing,T-Shirt,1,UPI,4,Value for money,Rajasthan,neutral,1,0.5708264708518982
Books,Children's Book,2,UPI,4,Pretty decent,Uttarakhand,positive,2,0.8838034272193909
Beauty,Lipstick,5,Cash on Delivery,4,Pretty decent,Manipur,positive,2,0.8838034272193909
Home & Kitchen,Air Fryer,3,Cash on Delivery,1,Never buying again,Tamil Nadu,negative,0,0.9667354226112366
Clothing,T-Shirt,5,UPI,5,Loved it!,Chhattisgarh,positive,2,0.7877822518348694
Beauty,Shampoo,4,UPI,2,Poor packaging,Maharashtra,negative,0,0.9881618618965149
Clothing,Jacket,1,UPI,5,Fantastic quality!,Goa,positive,2,0.9278391599655151
Books,Fiction Novel,2,UPI,1,Terrible experience,Telangana,negative,0,0.9610510468482971
Home & Kitchen,Mixer Grinder,1,UPI,2,Disappointed,Mizoram,negative,0,0.986985981464386
Electronics,Smartphone,1,Cash on Delivery,3,Average,Rajasthan,neutral,1,0.4617282748222351
Clothing,Sneakers,1,Cash on Delivery,5,Fantastic quality!,Himachal Pradesh,positive,2,0.9278391599655151
Beauty,Lipstick,5,Credit Card,3,Average,Punjab,neutral,1,0.4617282748222351
Electronics,Laptop,1,Credit Card,3,Could be better,Uttar Pradesh,positive,2,0.750451922416687
Home & Kitchen,Cookware Set,5,Cash on Delivery,5,Loved it!,Nagaland,positive,2,0.7877822518348694
Beauty,Shampoo,1,Credit Card,4,Value for money,Tripura,neutral,1,0.5708264708518982
Clothing,Sneakers,5,Cash on Delivery,5,Highly recommend!,Meghalaya,positive,2,0.9508875012397766
Beauty,Shampoo,1,UPI,2,Not satisfied,Manipur,negative,0,0.9404667615890503
Books,Children's Book,1,Debit Card,1,Waste of money,Maharashtra,negative,0,0.994858980178833
Home & Kitchen,Mixer Grinder,1,UPI,2,Poor packaging,Uttarakhand,negative,0,0.9881618618965149
Home & Kitchen,Water Purifier,4,Debit Card,3,Average,Telangana,neutral,1,0.4617282748222351
Electronics,Laptop,3,Cash on Delivery,4,Would buy again,Odisha,positive,2,0.8037182092666626
Clothing,Sneakers,1,Credit Card,2,Poor packaging,Himachal Pradesh,negative,0,0.9881618618965149
Home & Kitchen,Mixer Grinder,3,Cash on Delivery,2,Product not as expected,Karnataka,neutral,1,0.3900465667247772
Home & Kitchen,Air Fryer,5,Debit Card,4,Good quality,West Bengal,positive,2,0.9450585246086121
Home & Kitchen,Air Fryer,3,UPI,1,Never buying again,Haryana,negative,0,0.9667354226112366
Electronics,Smartphone,3,Credit Card,4,Pretty decent,Uttarakhand,positive,2,0.8838034272193909
Books,Comics,1,Cash on Delivery,5,Fantastic quality!,Assam,positive,2,0.9278391599655151
Home & Kitchen,Cookware Set,5,Credit Card,1,Never buying again,Himachal Pradesh,negative,0,0.9667354226112366
Clothing,Jeans,1,UPI,2,Product not as expected,Manipur,neutral,1,0.3900465667247772
Beauty,Perfume,3,UPI,3,Could be better,Haryana,positive,2,0.750451922416687
Beauty,Lipstick,3,Debit Card,5,Fantastic quality!,Tripura,positive,2,0.9278391599655151
Electronics,Smartwatch,5,Cash on Delivery,1,Defective item,Manipur,negative,0,0.9707651734352112
Home & Kitchen,Mixer Grinder,1,UPI,2,Product not as expected,Odisha,neutral,1,0.3900465667247772
Beauty,Perfume,1,Cash on Delivery,2,Quality could improve,Punjab,positive,2,0.8631800413131714
Home & Kitchen,Cookware Set,4,Credit Card,3,Could be better,Sikkim,positive,2,0.750451922416687
Electronics,Smartwatch,4,Debit Card,3,Okay product,Madhya Pradesh,positive,2,0.7045726180076599
Electronics,Laptop,3,UPI,4,Satisfied with the product,Karnataka,positive,2,0.9785903692245483
Beauty,Lipstick,1,Debit Card,5,Fantastic quality!,Andhra Pradesh,positive,2,0.9278391599655151
Beauty,Perfume,1,Debit Card,1,Very bad product,Meghalaya,negative,0,0.9768244624137878
Clothing,T-Shirt,3,Cash on Delivery,5,Highly recommend!,West Bengal,positive,2,0.9508875012397766
Beauty,Face Cream,4,Credit Card,2,Not satisfied,Karnataka,negative,0,0.9404667615890503
Home & Kitchen,Cookware Set,4,Credit Card,1,Never buying again,Goa,negative,0,0.9667354226112366
Clothing,Jeans,1,Credit Card,1,Very bad product,Meghalaya,negative,0,0.9768244624137878
Books,Science Textbook,1,Debit Card,4,Satisfied with the product,Gujarat,positive,2,0.9785903692245483
Clothing,Sneakers,4,Debit Card,5,Highly recommend!,Kerala,positive,2,0.9508875012397766
Home & Kitchen,Vacuum Cleaner,3,Credit Card,2,Not satisfied,Uttar Pradesh,negative,0,0.9404667615890503
Electronics,Headphones,2,Cash on Delivery,3,Could be better,Himachal Pradesh,positive,2,0.750451922416687
Beauty,Lipstick,3,Credit Card,1,Defective item,Karnataka,negative,0,0.9707651734352112
Home & Kitchen,Water Purifier,5,Credit Card,2,Product not as expected,Himachal Pradesh,neutral,1,0.3900465667247772
Electronics,Smartphone,2,Credit Card,5,Worth every rupee!,Punjab,positive,2,0.900964081287384
Electronics,Smartphone,5,Credit Card,3,Okay product,Tamil Nadu,positive,2,0.7045726180076599
Clothing,Jacket,5,Cash on Delivery,5,Excellent product!,Himachal Pradesh,positive,2,0.9557949304580688
Beauty,Face Cream,4,Debit Card,5,Loved it!,Nagaland,positive,2,0.7877822518348694
Home & Kitchen,Mixer Grinder,5,UPI,2,Product not as expected,Andhra Pradesh,neutral,1,0.3900465667247772
Books,Children's Book,5,Credit Card,4,Good quality,Mizoram,positive,2,0.9450585246086121
Clothing,Saree,2,Debit Card,1,Waste of money,Gujarat,negative,0,0.994858980178833
Home & Kitchen,Vacuum Cleaner,5,Credit Card,2,Not satisfied,Assam,negative,0,0.9404667615890503
Clothing,Sneakers,2,Credit Card,1,Very bad product,Haryana,negative,0,0.9768244624137878
Electronics,Headphones,5,Debit Card,3,Okay product,Telangana,positive,2,0.7045726180076599
Beauty,Hair Dryer,3,Debit Card,1,Defective item,Maharashtra,negative,0,0.9707651734352112
Clothing,Sneakers,1,Debit Card,5,Fantastic quality!,Meghalaya,positive,2,0.9278391599655151
Books,Science Textbook,4,Credit Card,3,Okay product,Nagaland,positive,2,0.7045726180076599
Beauty,Lipstick,2,Cash on Delivery,1,Waste of money,Tripura,negative,0,0.994858980178833
Clothing,Saree,4,UPI,2,Quality could improve,Haryana,positive,2,0.8631800413131714
Clothing,Jacket,5,Credit Card,2,Product not as expected,Tamil Nadu,neutral,1,0.3900465667247772
Electronics,Tablet,2,Cash on Delivery,1,Very bad product,Meghalaya,negative,0,0.9768244624137878
Electronics,Smartphone,1,UPI,1,Very bad product,Rajasthan,negative,0,0.9768244624137878
Books,Biography,1,Credit Card,4,Value for money,Tamil Nadu,neutral,1,0.5708264708518982
Beauty,Perfume,2,UPI,3,Average,Meghalaya,neutral,1,0.4617282748222351
Electronics,Tablet,3,Credit Card,4,Satisfied with the product,Manipur,positive,2,0.9785903692245483
Beauty,Shampoo,2,UPI,3,Okay product,Uttar Pradesh,positive,2,0.7045726180076599
Electronics,Laptop,1,Debit Card,3,Could be better,Andhra Pradesh,positive,2,0.750451922416687
Electronics,Smartphone,5,Credit Card,4,Pretty decent,Assam,positive,2,0.8838034272193909
Clothing,Sneakers,5,Cash on Delivery,3,Could be better,Jharkhand,positive,2,0.750451922416687
